Dale J.,"Capitol Heights, MD",6/9/2016,4.0,"Out for lunch with a diverse group of employees on our Asian Cultural Culinary discovery we ventured to the YECHON. Located in Annandale VA. which is a seriously Korean/Asian area. So in our group was 1 African American (me) 2 from China, 1 Korean, 3 Caucasians, 1 Pakistani, 1 Malaysian and 1 guy who said he was mixed. So we were really trying to get our War Veteran to try more than General Tso chicken...that's all he wanted and requested. But no sir...this place is the real deal and General Tso is American made Chinese food. . When you walk in your going to see mostly locals of Asian decent and thats a great sign that your at a real deal Asian Restaurant. They specialize in Korean and Japanese Cuisine. I really liked that they were able to accommodate a group of 10 to which we tried to get a reservation but they stated no need. We did wait 20 minutes to get seated however. The FOOD:OK....our Korean representative set us up with this visit. It was all good the waiters dressed in formal Korean attire was a nice touch. We ordered the Korean BBQ Bulgogi and the shrimp pancakes as appetizers for all. I think the Bulgogi was good but it tasted like some steak and cheese without the bread..Not really impressed or depressed about it 3stars The shrimp pancakes were a hit...we ordered two and they are the size of a large pizza needless to say we had leftovers of that. But very crisp on the outside warm and tasty inside where the shrimp and scallops could be had with scallions and other tasty goodness inside 4.5 stars.....I ordered the spicy chicken box which was very very good. It came with 1 chicken wing...Im like I know Im black and all but i dont need a chicken wing today I wanted the spicy chicken box....then I looked at a few others and they ordered a box type thing and theirs came with a chicken wing too. HMM....either way...that one lonely sucka was tasty...So what I love wings....LOL...It also came with 1 piece of a California roll, miso soup, salad, fried octopus, and plenty other things. It was very good. Our group had a diverse mix of foods from stews, soups, lunch boxes and appetizers. All and all its a great family place to eat and a super wide selection of Korean and Japanese foods."
Anna A.,"Reston, VA",8/1/2016,3.0,It's pretty ok. Even though they say quality of meat here is better than honey pig they are missing the garlic sauce...Service is like any other Korean BBQ place which is meh. They do have those ringers on the table which are fun to press and see people running towards you haha.I guess it's between 3 and 4 stars.Prices are steep for what you get.Parking is very hard to find during busy hours. Might also need a reservation.
John C.,"Centreville, VA",4/30/2017,1.0,"I have been to this restaurant for 10 plus years.I knew that I wouldn't be able to finish my soup, so before I started eating I asked the staff for a to-go container and they brought me a small styrofoam container(around 20 oz), yet I wanted the tall plastic container(32 oz). I asked continuously for three times, but they brought the cheap styrofoam container until lastly they brought me a tall plastic container(32 oz). I gave the styrofoam container to the assistant manager and I asked him to bring me the plastic container And he gave me a nasty glare and expected me to use the Styrofoam container. He went to the back and never returned. So I called one more time and the waitress brought me the same cheap styrofoam container. Then I asked one last time and the waitress brought the tall plastic container(32 oz), and she said ""This container is very expensive."" We were not done eating and the waitress came to our table and said herself to hurry up and leave .We spent almost $200.00 for our dinner and they say that the small to-go containers are expensive when the meal prices are not even cheap. The servers were pushing us to leave.In the past years, the service was never this bad. I am very disappointed at this establishment."
Rosita C.,"Washington, DC","1/27/2017
            





Updated review",3.0,I go to this place quite often but in the last year I have not been there a lot. I was a little bit disappointed that their portion so much smaller and their flavors are much milder than they used to be. I always get the Korean barbecue.
Jessica S.,"Annandale, VA",1/26/2017,1.0,"I used to be a regular at this place but over the passed 15 years, their quality in food and service has plummeted downhill. Or maybe its just lunch time. We went for lunch special around 1pm today and got the donkatsu & salmon lunch boxes along with a kimchi soup. The miso soup that normally comes with the bentoboxes were both served cold. The lunchboxes tasted stale and old -disgusting. The Wasabi on both of the lunch boxes were dried and crusty....not appetizing at all(look at pictures I posted). I had to push the bell on the table multiple times for someone to bring us boxes...and I thought this was ridiculous considering the restaurant wasn't even half full. Upon asking for some boxes I asked for one more and my waitress replied with ""it will all fit in two boxes"", and she walked away. I ended up having to push the button one more time to get my extra box because my food didn't fit in the two boxes given. I don't understand what the big deal was in giving me one extra to go box."
Ron R.,"Alexandria, VA",6/17/2017,3.0,"The quality seems to have gone downhill. For the prices you'd expect food to be cooked right everytime you come. We went 2 days in a row and the first night the rice was way mushy; the 2nd night the noodles were undercooked. Honestly, that's pretty bad considering rice and noodles are the staple of the meal. It's like getting your pizza and the dough is mushy, or your pasta is undercooked. I like the food here, but that's a real deal breaker when there are so many good Korean restaurants in the area. I'll update my review again if things change as I really do like the food here."
Heather B.,"Wailuku, HI",7/23/2016,3.0,"24 hour korean bbq. We used to frequent this spot a lot more. Not so much now. Service isn't that great but at least the food is consistent. There are many options for korean bbq in Annandale but this place has been around forever. I'm pretty sure this was my first taste of korean bbq. They have a sushi bar but it closes around 10. They also have pretty decent lunch specials in the form of bento boxes. I think yechon tends to be on the pricier side of the korean bbq spectrum. If you can disregard thier often spotty service issues then come here. At least you know you can count on some good korean food. Also check out thier combo meals. They tend to be a great value if you have 4 to 6 people. It can be a lot of food. We normally get the one with bbq chicken, pork, 2 different beef options and lobster. You also get a soup. So much food and you kind of get to try a little bit of everything."
Carol J.,"Alexandria, VA",7/23/2016,3.0,"I love this place and consider it very authentic Korean food, to the point where I always bring out of town guests here if they're craving Korean.  However this past weekend I brought my parents who are Korean here for dinner. We shared the yechon special 1 and got a sundubu and kimchi bibimbap. I thought that the food was good as did my husband, but my parents were not impressed. They said everything was very under seasoned and they blackened the galbi too much which I thought was true. The service is also pretty notoriously rude and bad, but I've gotten used to it. My friends and I enjoy this place but I think it's only average for ""real"" Koreans perhaps ;)Oh and we were sweating the whole time under the ac unit! When we complained how hot it was they just told is the ac is on. Pretty rude and sadly typical of his place."
Kimberly S.,"Washington, DC",4/26/2016,3.0,"It pains me to say this because it means I'm old but I've been a proud Yechon customer for over a decade. It's one of the first places I was introduced to for late night Korean BBQ (aka: the only way to do Korean BBQ) after a night of drinking.Now that I've matured, my late night Korean BBQ binges have not stopped only instead of it being a post club activity, it's more of a post Netflix binging activity (Grace & Frankie for dayyyyyzzzzzz). And it's just as reliable as ever!They have sushi, they have bibimbap with the crispy rice edges, and of course grilled meat galore! The service is brisk and the food is consistently good (it's not the best in town but at 2 in the morning it sure beats IHOP). Banchan selection is nice but you can definitely get a better value of quality, quantity and taste elsewhere."
Dior N.,"Orlando, FL",9/10/2016,5.0,"BEEESSSSTTTTT KOREAN BBQ IVE EVER HAD! We always get soooo much food and have a bunch to take home every time. I love the banchan here too! The purple rice with beans is my favorite. My family and I go here whenever I come to visit and we always get sushi too, the fish is very fresh and this is one of the places that have good uni! Be prepared for a long wait if you go around dinner time though. I've waited over an hour before but it's soooooo worth it! There's also a cute bakery next door!"
Jerry E.,"Honolulu, HI",7/11/2016,4.0,"What a Fantastic Korean restaurant that opens 24 hour!! Tried it for the first time was more than impressed, especially their complimentary, tasty panchan (see uploaded photo); this alone is worthy a return trip. Notwithstanding a busy place, services rendered were pretty good. They have very comprehensive menu, which include Japanese specialties, such as sushi, udon, sashimi, etc. As for their prices, I think approximately $30.00 for the kalbi/galbi plate (one person) was kind of on the high side, but I guess that is what we pay for quality, since the beef was very tender & tasty. Will check out their lunch offering next time."
Matt H.,"Arlington, VA",1/22/2017,5.0,"I started going to Yechon back in high school and have been a devoted fan ever since. You get a lot of great food for your money and, if you order a couple of Korean barbecue plates, they'll cook it in front of you. As good as the meat is, in many ways the best part of the meal is trying all the random sides. If you're trying to figure out what to get on the slightly-confusing menu, I highly recommend the dwaeji bulgogi (slightly spicy).It can be packed in there but they cycle people through like crazy. NB: you may have to push the call button on the edge of your table if you need service, but that's acceptable.Plus, this place is open 24 hours--how awesome is that?!"
James N.,"Orlando, FL",2/14/2017,4.0,"Great good, service, and price! I loved my first experience here.  Service was quick and food came out in under 15 minutes even though it was crowded.  I shared a seafood pancake, kim chi soup, and beef and rice rice bowl.  All were good especially for the price!"
Yvonne L.,"Vienna, VA",7/3/2016,3.0,"Pros: open 24/7, next door to a great dessert place (Breeze), decent food, good side dishes Cons: the Korean BBQ is nothing special and the meat portion size is quite small, you have to order at least two portions of bulgogi so dinner can get quite pricey"
Kaley C.,"Safety Harbor, FL",11/27/2015,4.0,"We were in the mood for Korean, so we drove out to Annandale because Yechon has all the hype! Since my dinner guests and I have all lived in Korea, we have pretty high standards for Korean food and Yechon lived up to our expectations. Everything is very authentic from the restaurant being open 24/7, to the service buttons on the table, and the dishes straight from Korea. Servers wore traditional hanbok, which was a nice touch. The menu has a ton of pages and options with English translations. Surprisingly, no pictures! We ordered family style- soju and Cass, samgapsal, bulgogi, goju panjeon, and mandu. Only some of the meat could be grilled at the table, I'm guessing due to the size of the grill, but they brought the samgapsal out raw and some of he other meat was brought out cooked. The timing of the food was perfect and it was nice having a server helping us with the grill. Although we could have done it ourselves, we were all chowing down on the banchan options so it was nice to not have to monitor the meat. The mandu was excellent and the goju panjeon was SPICY, beware! The server said one of the meat dishes would serve one person, but that was a bit of an exaggeration. We had 6 people and ordered 4 portions of meat along with the panjeon and mandu and were very satisfied. It was actually a bit too much food. We leisurely ate and were not rushed out at the end of our meal. It's a bit pricey as far as Asian food goes and downright expensive if comparing to cost in Korea (but that's just silly). Overall good quality food, authentic atmosphere, and a nice night!"
Jaclyn N.,"Lorton, VA","6/18/2017
            





Updated review",1.0,"I took my family to a restaurant (yechon) the food was fine. I got the bill for $68 all i had on my wallet $74 so I gave the waitress $6 tip, she was upset and demented a bigger tip that should be $10.20 and embarrassing me in front of my family and other customers.A tip should be optioned, I recommend any one eating there should be aware of my experience. otherwise they will embarrassing you or your family one day.Terrible customer service."
Nancy O.,"Falls Church, VA",12/30/2016,4.0,"I love many of the Korean dishes, especially the Bibimbap!  The BBQ Galbi and chicken is very good, but lacks the marinated-for-days taste you get in other Korean restaurants. I think it looses a star on the Japanese portion of the menu. The sushi station is not 24 hours, which was a huge disappointment to a few people on my party. To compensate they ordered Japanese dishes that just didn't measure up. The yakitori is ok. The Chicken teriyaki was blah. Tempura was ok too, but you can't go wrong with frying anything covered in tempura!"
Amber M.,"Vienna, VA",4/6/2016,1.0,"I decide to come there have my birthday party with my friends (todal 6 people that day) because since we always go Honey Pig BBQ, so I wanna try somewhere else. By checking out the reviews people did to them, I thought here will be 2nd place we can go for korean food and drinks. BUT I WAS TOTALLY WRONG.1. NOT FRIENDLY GREETING. 2. FOOD IS OK, BUT NO WAITRESS HELPS US GRILLING.3. THE REFUSE TO HELP YOU CHANGE THE BURNING GRILLING PLATE.(This is the worst part that night. After those marinated meat done, we should grilling or (reheat) our lobster on grilling plate. However, the plate was turning black and the smokes were killing us. The waitress we call, she just side,"" No need to change, because the meat is marinated, it's all done. You can turn the grill off."" Come on, didn't you see we have other ingredients need to grill???  So we just turn the grilling with the low heat and let it barely heat the lobster up. But the lobster became a disaster, half cooked and get the strong burning taste.'4. THEY DON'T LIKE YOU TO ASK.We got a birthday cake that night, so we like to ask for some plates to share the cake, the old guy with eyeglasses came again and look at us........ WHAT YOU LOOKING FOR, DONT STAND THERE AND STARING AT US.  He was really make people feel sick, not comfortable at all.NOOOOOOOOOOT BACK AGAIN!!!! EVER!!!!!"
William J.,"Washington, DC",4/9/2017,1.0,"I would have given this place zero stars if it would let me. For me a restaurant is more than just the food. It's the overall experience and the convenience of having something that you may not have at home. The service was simply abysmal. Probably the most inattentive server I've ever encountered in a restaurant. We only saw him twice; when he took the order and when he gave me the bill. I made it known when we sat down that it was our first time there, so one would think that they would get to make a good impression; boy was I wrong. I think the only time the server would have even noticed us is if we got up and tried to leave without paying. We almost did since we asked three different servers for our check after having waited thirty minutes for our server. This experience was not all together negative. The one plus was the food which I felt was of good quality. I was disappointed to learn that the sushi bar was closed but it would have been nice knowing that when we were sat down. Overall, my experience was crappy and I will not return. There are better restaurants out there with similar or the same offering with better service."
Sun H.,"Rockville, MD",6/4/2017,5.0,I've been here about twice and I was satisfied each time.The service is great and I ordered various meats to be grilled in my table as well as Korean rice wine and soju.I love all of them!They gave plenty of side dishes and were kind and friendly when I asked for refill.Waitress came to help us grill and cut up the meat.They were delicious so I recommend this place.
Nika V.,"Alexandria, VA",8/12/2017,4.0,"Great for a late night dinner. They are fast and super polite. It does get crowded but I've never waited for a table for more than 20 min there even on a busy night. The parking lot is a little annoying and I wish the waiting area was larger, but the food is good."
Sindy L.,"McLean, VA",6/10/2017,4.0,"Fairly priced, overall service is soso, food is always mediocre. Plus side is that they're open 24/7. Bakery shop next door makes a perfect spot for dessert"
Ryan Z.,"Washington, DC",6/4/2016,3.0,"I finally made it to a Korean bbq, and while I had a good time, it's really not for me.  Also, as a first-time, non-Korean, I struggled a bit to figure out what to order, how much to order, and even how to order!  Fortunately, looking at other tables and pointing and saying ""I want that"" works pretty good.There are many options for grilled ""bbq"" meats, many of which are grilled at your table. They generally require 2 orders, and some you can mix and match with different meats, whereas others you can't (very confusing, and the language barrier didn't help on this topic).  We ordered the brisket, and that was a bit of a mistake.  The meat had no flavor until dipped in a sauce or paired with a little side...they bring out all these little dishes with various sauces or sides like seaweed...but honestly I had no idea what anything was, and none of the flavors were really for me.  The bulgogi or spicy chicken, which are marinated, probably had more flavor.Onto other dishes...the Korean pancakes are pretty good.  They are also huge.  Ours had shrimp and squid.  I didn't like the pork dish we got.  It ended up being totally different from the images in our mind from the menu description.  What we got was a plate of fatty pork belly (lukewarm), a pile of steamed cabbage, a mound of kimchi, and a bunch of cloves of garlic.  Individually or together, I didn't care for any of it.  Our streak of ordering things and getting something we didn't expect continued with the chicken dish, which ended up being sweet and sour chicken in a goopey, sweet sauce.  Had I know it was going to be that, I would have never ordered it.  Also, for 3 hungry people, we ordered way too much food because the portions are massive.Service was fine, though the waitresses only make contact when you're ready to order.  I loved that they wore traditional outfits, which really adds to the cultural experience."
Elizabeth K.,"Los Angeles, CA",3/31/2016,4.0,"They weren't lying! Yechon is bustling with people at all hours of the day! We walked in at 11pm and the waiting area was PACKED!Now here's the thing: My main gripe about Yechon is that they need to develop a better wait system. For first-timers like me, I wasn't aware that they didn't have a wait list. We just saw people crowded in the front so we naturally made our way through the crowd (of course with people giving us the stink eye) only to be informed by the man that we just need to wait in line. What line? It was just a mesh of people all out of place! Whatever. At least put a sign or something? Wait wasn't too bad. I think we got seated within 10 minutes? Side dishes all tasted very good. We ordered the galbi dolsat bibimbap and the galbi tang. I didn't like the sauce (chogochujang aka red pepper paste mixed with vinegar) that accompanied the galbi dolsot. I'm more of a gochujang & sesame oil type of girl. Theirs was too tangy for my liking and ruined the overall groove of the dish. AND they used too much bean sprouts! I hate bean sprouts and that was basically half the dish! But overall, it was pretty tasty and had nice chunks of galbi in them. Galbitang was delightful. Flavor was rich & deep and all together soothing. Good amount of meat in the soup! Super random: I was amazed at how well Yechon was ventilated. Most of the tables surrounding us had BBQ grills on their tables and if it was anywhere else, that meat smell would have clinged onto anything and everything on my body. Sure it smells delicious but not exactly the scent I would like following me around. + points for that, Yechon! Service was alright. I mean, I could clearly see that they were busy so I didn't expect much from the beginning. It was hard to flag our waiter at times, but he was still quick & efficient."
Prairie S.,"Arlington, VA",9/7/2015,5.0,"What else can I give but a 5, for the gift of an escape (even if illusory) from the soulless, indistinguishable 'burbs of greater Washington to a dark, wooden shop bustling with all the toil and relish of a Korean kitchen?  This ethnic restaurant wraps its menu offerings in the full-blown cultural experience of the cuisine. The majority of its patrons appear to be Korean families; they obviously feel well catered to here. Walking in from the dedicated parking lot (which appears to be in expansion mode) you are greeted by a waitress in full Korean costume complete with delicate, embroidered blouse. She courteously and efficiently escorts you to an open table (no wait at a recent weekend lunch time) and hands you a massive menu.  Lots of adequately-described and well-edited English translations of menu items are available (hallelujah!)The restaurant has a full sushi bar and 2 pages worth of Japanese offerings, which we skipped because...Korean. A quick scan of my trusty Yelp app and quick conference with my mostly vegetarian dining companion, and we've settled on the scallion/chilli pancake which I have been rather craving, as well as a spicy stew with rice.  I am partial to food that resembles Indian plating, so the choices make me happy (translates as: I'm  getting a Korean version of a stuffed paratha and rice with curry! Yay!) The panchan arrives first followed by the food in short order. No noticeable wait.  The waitress served the pancake by cutting it with scissors into triangle wedges, and patiently tolerated my anthropologist-style questioning about the correct pronunciation of ""pajeon"".  We start chomping on the hot and slightly greasy pancake combined with the various panchan. Wholly delicious, though I did desire an even more fermented, overpowering version of the kimchi than the one they served.We dived into the vegetarian stew whose vegetables were basically zuchinni, soft tofu, and onion, but whose seriously-spiced, seafood-based broth offered lots of clams/shrimps/chunks of fish, with strong fishy, umami? flavor.  Now I'm not one to shy from spice and strong flavor, but the thing was literally simmering at the table and I needed it to cool down.  Korean spiciness is cooked into the broth, so it wasn't like biting into a raw Thai or Mexican chilli bomb where your lips tend to go numb and you have to coat your tongue in dairy balm to be able to taste anything again. This heat just leaves you panting. Good panting though.We were just stuffed, and thoroughly enjoyed ourselves being surrounded by Koreans and their exquisitely presented foods.  Perhaps the only thing lost in translation here was a sign I saw in the bathroom stall, saying ""No Dumping"".  They are missing some kind of object at the end of that imperative construction, perhaps ""trash items"".  No matter."
Gretchen F.,"Burke, VA",3/4/2016,4.0,"Delicious meats, banchan galore, and the biggest damn seafood pancake you'll ever see in your life. I understand why Yechon is so often people's go-to on the KBBQ front! You need to request a grill table when you come in or you might be seated at a regular table, where they cook the meat in the back and bring it out to you. Or maybe that's your preference! I personally love KBBQ for the same reason I'm nuts about fondue -- something about paying someone else so I can cook my own food just really speaks to me, you know? The galbi was particularly delicious (they cooked this in the back even though we sat at a grill table), and they don't skimp on the sauces, lettuce, rice, or whatever else you need to make your meaty meal complete. The only drawback for this place is that the bill can rack up right quick, since each meat must be ordered separately (no AYCE options here.)The ajumas were pleasant and efficient, and it was a great lunchtime option! I hear this place gets packed to the nines on weekends and at dinnertime, but the good news is that it's open literally 24/7, so if you're worried about facing a crowd, you can always just come get your Korean barbeque fix at like, 4 AM. Breakfast of champions."
Ed C.,"Charlotte, NC",11/26/2016,5.0,"this place is awesome.  the food was too numerous but the main dishes were bulgogi,  kalbee, pork, were all great"
J L.,"Washington, DC",7/28/2017,4.0,"Got seated quickly for it being so packed. Numerous choices on food menu, food came quickly. Ordered kalbi bibimbop = delicious. Having said that, super loud, had to shout which is kinda defeating. Had to ask for water, and eventually got kicked out because they needed the table they said. Food is good, open 24/7 so maybe at a less pronounced time frame. Parking next to a bakery too which is nice. 4 stars because the food is good, but way too packed and noisy."
Jessica C.,"Falls Church, VA",5/12/2017,4.0,"Solid Korean BBQ in a traditional setting.  They are nice and VERY efficient.  Please also try the galbi dolsot bibim bap.  It's spare rib meat, rice, veggies, in a very hot stone pot.  You mix it all together with a spicy sauce.  It forms a delicious crust on the bottom of the bowl.  Soul satisfying on a cold day. Bonus: afterwards, go to Breeze Bakery next door.  Get bingsoo: a dish of shared ice, yogurt, and a bunch of other stuff on top (per your preference). Delightful!"
Sam L.,"Gaithersburg, MD",8/24/2015,4.0,"After 900+ reviews for Yechon, I'll sum it here: great food, spotty service, 24-hours, and they don't take reservations.We recently celebrated a friend's birthday, who was craving for Korean food (and not the buffet Iron Age or Honeypig style).  There are limited ""good"" options in Maryland so we decided to venture out to Annandale, where there are plenty of options.  Knowing Yechon's reputation, we decided to come here for an early Sunday dinner and even then there was a wait.The first thing you'll notice is like most Korean restaurants, your clothes and ultimately sweat will smell like cooked meat.  Even if you decide not to get Korean BBQ, you'll definitely smell it from one of your neighbor's tables.  Good luck getting a menu during peak hours, so you'll have to employ the ol' traditional Asian tactic, which is flag down anyone and everyone that works there (busboy included).  Their portion sizes are fairly generous and any food that says ""for two people,"" it's really for 3-4 people.  So not knowing, we ordered an outrageous amount but still ended up finishing majority (what can I say, we loved the food).  We ordered a seafood hot pot, bossam, seafood pancake and chicken fried rice - all were super good.I subtracted one star because their service was spotty, where we often couldn't flag anyone down or any requests take a good 10 minutes to get.  They also didn't have oysters, like at all.  No oysters for the bossam (shouldn't that be cheaper then?) or oyster pancake.  That's a pretty big deal.Pro tip: Korean fried rice is unlike your Chinese and other style, it's definitely tasty. Pro tip II: there isn't a designated waiter/waitress, so embrace the Asian culture, take the initiative and flag down anyone who works there to place orders, extra napkins, extra bowls, ask questions, and get recommendation for dessert (Siroo is the place to go afterwards)"
Anny L.,"Fairfax, VA",11/5/2016,2.0,"I like that this restaurant is  24 hours and has sushi and Korean cuisine.  Their sushi has fair price and the size is great. What I don't like was our server. He is a young guy.  He has some attitude when we were not ready to order the food at first time.  Then, He has the time to ask our neighbor whether they ready to order, he didn't even bother to look if we need more water.  We didn't get empty plate to start side dishes. I had to ask twice.  When we ask for check, we waited 20mins, I thought he is busy until we see our server has time to get checks for other tables, we asked the check three times in total. So disappoint"
Saiyan A.,"Manassas, VA",1/22/2017,5.0,This place never dissapoints. If youre looking for Korean food come here. Open 24 hours and the pricing of everything is very reasonable. Hot food served to order. The bon chon is verrrrry fresh and good. Portion size is excellent.Best korean restaurant in the area.Thanks Yechon!
Jie S.,"Washington, DC",5/14/2016,5.0,"Hands down the best kimchi jiggae in the DMV. I usually only come here for the lunch special ($6.95 to $9.95 for different kinds of jiggaes and over entrees). I always get the kimchi jiggae and it never disappoints.If you're a kimchi jiggae fan like me, you know the key is the sourness of the kimchi. They must have a bucket in the back of the kitchen that they leave out there for years because the kimchi is perfectly sour and makes the soup really rich and flavorful. There's nothing like waking up on a cold morning with a hearty jiggae.As for their dinner options, I think their menu is too big so they don't do anything especially well (except the kimchi jiggae) but everything is decent. I definitely wouldn't come here for BBQ though, there's way better places that specialize in that.Lunch special-wise, my favorite restaurant in Annandale."
Angela J.,"Dumfries, VA",5/27/2017,5.0,"ABSOLUTELY delicious Korean feast. .dinner with friends Barbara and so Theo. Seafood, ribs, veggies and rice"
James M.,"Alexandria, VA",5/11/2017,5.0,"This place deserves five stars because it serves the best tasty good quality Kalbi in Washington area. Sooooo good.!!!!!!!Also this place is 24 hours and they have a huge menu. Granted they aren't Korean bbq place, there's still so much to like here. Everyone I've taken here has not been disappointed. It's not like super fancy nor hole-in-the-wall type. I can't believe how busy it gets here but hey, people know what's good.Another favorite that I have here is their Korean seafood pancake. Jesus Christ - has lot's of sea item in it, a crispy exterior, and is also chewy on the inside. I definitely recommend ordering this as an appetizer or side if you haven't yet tried it. It tastes great with the dipping sauce  soy sauce that they serve along with it. So good.^^"
Ylonda C.,"Washington, DC",2/22/2016,2.0,"I was soooo craving Yechon. So to get there and be totally disappointed was really a bummer.  I never go there expecting great service, but yesterday was even lower than normal.  There were two women helping us. One was pleasant but the other was the worst! She would barely slow down enough for us to ask a question. I got the bibimbap with ground beef and the other with seafood.  I'm still looking for the beef.  I couldn't find it but was told it was there....brings back the old Wendy's saying ""Where's the beef?!?!""  (Yes I'm dating myself).  Then the friend egg was so hard and overcooked.  The seafood was also overcooked. Even had I not taken a long drive from DC...I would've been extremely disappointed.  Not sure I will go back."
Katie S.,"Springfield, VA",2/19/2016,4.0,"So, I'm late to the party. But it's better late then never, right? Hubs and I wandered into Yechon on Valentine's day trying to avoid the typical sappy Valentine's day trap and I am so happy with this decision it's not even funny.  Instead of cheesy plastic red hearts everywhere we were greeted with 8+ pages of amazing sounding food and found it incredibly hard to decide what we wanted. In the end, we ended up getting a little bit of everything by splitting the Yechon Special menu #2 (for 2 people).  And let me just tell you, it's a LOT of food for $50! We got all sorts of delicious banchan, several huge delectable pieces of sashimi, a large portion of bulgogi, a large portion of spicy pan fried squid, grilled mackerel, bean pastepot stew (that comes out molten lava hot-be careful here!), gamasot bop and two beers (choice of Bud or Miller). Seriously, it was a ridiculous amount of food for that amount of money! Everything was super tasty, I didn't love the purple rice (gamasot bop), but that's kind of an acquired taste from what I understand. Everything else was phenomenal.  The sashimi in particular was amazing; I wish I had taken a picture of how perfect it was.  You could tell by the color of the fish it was going to be good and it did not disappoint.  Also, the spicy pan fried squid and the cold vinegary mashed potatoes (one of the banchan offerings) together are one of the best flavor combos I have ever put in my mouth. I'm actually making myself hungry just thinking about it right now. Haha.The restaurant is bigger inside than it looks outside and is sparely decorated, but is quite charming. Service was great.  Everyone was super friendly.  I also love the orange slices to cool your mouth at the end of a great meal. What a lovely touch. I can't wait to come back and try more things off their extensive menu and am totally kicking myself it took us so long to get here!"
R J.,"Arlington, VA",5/16/2017,5.0,Amazzziiinnggg food!! The chicken bulgogi is amazing. the service is always fast and respectful. Vents are always turned on to prevent smoke but then turned off as to not interrupt your dinner. The staff is respectful and the sister bakery next door is also amazing and has great ice cream
Meghann P.,"Downey, CA",4/29/2017,4.0,"This place is reputable and well known to the Asian community in VA.  The food lived up to the hype and the portion were generous.  Our children loved their bulgogi and yakisoba.  The place also looked presentable and clean.  Was diggin' the servers' uniform as well, however, the only negative thing I noticed was the servers seemed cold with flat affect.  Didn't offer to refill drinks.  Just took our orders and brought the food out. There was also a server brushing her teeth and putting on make up in the small women's restroom but that wasn't too bothersome to me; just seemed a bit strange. Overall, was a good experience and would definitely go back again if we're ever in the area."
Ann P.,"Washington, DC",7/19/2015,3.0,"I have been here so many times and each time I can never get them past the three star point. The pro! They are open 24/7. How perfect is that? You can eat here after playing in DC! When I came here last night, after a long night of partying, the service was slow. I asked them for more ban chan and they took forever. I had to ask them three times to get more ban chan. I would say their udon is a 2/5. It is not that great. The shrimp tempura is the best part of the dish. The shrimp tempura is crispy and crunchy. The broth is muddy and not refreshing as you would find at other restaurants. The soonduboo is a 4/5. It's not too spicy that's why I loved it! The actually soft tofu in the soup makes the dish a 4! The soonduboo is soft and melts in your mouth. They give you big chucks of it which I love! The bimbimbap is not the bolsook bimbimbap so it does not come in the traditional clay pots."
Hyewon L.,"Falls Church, VA",4/22/2016,3.0,"I've been to yechon many times because it's one of those places you can always go at any time of the day - because it's 24 hours. Most of my friends and I come here during the after hours of going out. Around 3 am or 4am. It's the go to spot in the DMV area for Koreans because you can get dol-sot-bibimbop and other stews for a good price. However, I have mixed reviews about this place. Some of their items like the bibimbop is really good and some of their stews come out very bland. The service here is variable, because I come here during late night hours and the waiters aren't that friendly. All in all, for late night grubs for an affordable price, I would recommend. But if you're looking for some authentic Korean food during the day, I think there's plenty of other restaurants in the area that could do better than yechon."
Andre B.,"Cedar Hill, TX",4/16/2017,5.0,"For this place to be open 24/7, the food was soooooooo fresh! I cannot wait to go back! We came at the right time. About 20 minutes after we sat down, then a huge crowd came in! I cannot wait to bring some more of my friend's here! Thank you for such a great experience!"
YuhLi T.,"Queens, NY",10/10/2016,3.0,Love the fact that this place is 24 hours. Came here at around 10:30pm on a Saturday night. I was fine that they stuffed us in a corner but not too happy that we had to constantly wave down our waiter when we needed him because he rarely came to check up on us. Overall food is what you'd expect from a 24 hour Korean restaurant. I got the soondooboo which hit the spot for me. It had plenty of tofu but the beef was chewy.
Ann L.,"Georgia Tech, Atlanta, GA",3/12/2016,5.0,"There were tons of people! But we didn't wait cuz we sat at the sushi bar.The seafood pancake is so giant!!! It's yummmy! My favorite dish. The sushi is ok. We ordered the eel sushi and assorted one. The service is ok too, cuz they didn't refill my water unless I requested. Personally, when evaluating service, I'm a nerd in terms of refill water, thought it's free, haha.I will recommend this spot. I'd like to order barbecue here if I feel like eating meat in the future. But if you go to sushi, this may not be the best choice."
Jenny H.,"Baltimore, MD",10/1/2016,4.0,"This place has really good Korean food. I came here for lunch and ordered a bunch of things, including their dolsot bibimbap (Korean hot stone veggie rice dish), their soon dubu jigae (spicy tofu soup which was AWESOME, better than other specialized tofu places), their tofu appetizer (also good, chunks of tofu with spicy sauce) and their meat BBQ- their meats and banchan (side dishes) were all so good! I was really impressed with this place because it was better than I expected. It's better than typical Korean food elsewhere."
